groups,n_operators,nlvls,current_MAE_saved,current_MAPE_saved,current_MSE_saved,current_best_cost_saved,current_r2_saved,time
2.0,5.0,3.0,5.679899215698242,0.2041935920715332,39.09344482421875,39.09344482421875,0.6208932399749756,57852.6796875
3.0,5.0,1.0,5.808319568634033,0.20551879703998566,41.17288589477539,41.17288589477539,0.6007279753684998,31248.392578125
3.0,5.0,2.0,6.022024154663086,0.21138545870780945,45.63967514038086,45.63967514038086,0.5574114918708801,53577.26953125
4.0,2.0,3.0,5.96400260925293,0.20511887967586517,46.373130798339844,46.373130798339844,0.550298810005188,62832.9765625
3.0,4.0,2.0,6.2627058029174805,0.22275741398334503,47.53400421142578,47.53400421142578,0.5390413403511047,48495.75
4.0,3.0,2.0,6.1095685958862305,0.20221033692359924,48.890113830566406,48.890113830566406,0.5258905291557312,52114.64453125
2.0,5.0,1.0,6.45291805267334,0.22878241539001465,50.8394889831543,50.8394889831543,0.5069865584373474,25500.818359375
4.0,3.0,4.0,6.344889163970947,0.2202332466840744,50.949161529541016,50.949161529541016,0.5059229731559753,95848.0859375
1.0,4.0,3.0,6.458721160888672,0.2255820333957672,51.18764877319336,51.18764877319336,0.5036103129386902,32370.74609375
3.0,2.0,1.0,6.458721160888672,0.22618140280246735,51.190773010253906,51.190773010253906,0.5035799741744995,23283.75390625
4.0,3.0,1.0,6.458721160888672,0.22577162086963654,51.21416091918945,51.21416091918945,0.5033531785011292,31329.759765625
4.0,2.0,2.0,5.667224884033203,0.1854376196861267,51.86335372924805,51.86335372924805,0.4970576763153076,43633.8359375
4.0,5.0,1.0,6.513000965118408,0.22724293172359467,53.196754455566406,53.196754455566406,0.48412707448005676,31633.74609375
4.0,4.0,2.0,6.523141384124756,0.23071306943893433,53.32713317871094,53.32713317871094,0.4828627407550812,49642.0546875
4.0,2.0,1.0,6.453697681427002,0.24514050781726837,54.113956451416016,54.113956451416016,0.4752325713634491,27333.962890625
4.0,4.0,1.0,6.430314064025879,0.22817979753017426,54.474430084228516,54.474430084228516,0.471736878156662,28342.78515625
3.0,2.0,4.0,6.578369617462158,0.2308884561061859,55.37763595581055,55.37763595581055,0.4629780948162079,66100.9296875
4.0,4.0,4.0,6.404414653778076,0.22240690886974335,56.00934982299805,56.00934982299805,0.45685210824012756,107383.4921875
3.0,3.0,4.0,6.1557111740112305,0.2264750748872757,57.89288330078125,57.89288330078125,0.43858662247657776,84176.9296875
4.0,5.0,2.0,6.581055164337158,0.24727918207645416,60.93764114379883,60.93764114379883,0.40906020998954773,59745.16015625
3.0,2.0,2.0,6.532693862915039,0.24270807206630707,61.14186096191406,61.14186096191406,0.407079815864563,34993.90234375
1.0,4.0,4.0,6.783875942230225,0.22443650662899017,62.002464294433594,62.002464294433594,0.39873412251472473,41792.625
3.0,2.0,3.0,6.589166164398193,0.2505967319011688,64.01492309570312,64.01492309570312,0.3792183995246887,48707.74609375
4.0,2.0,4.0,6.96165132522583,0.25011011958122253,66.76737213134766,66.76737213134766,0.3525266945362091,85101.8359375
4.0,3.0,3.0,7.11922550201416,0.261597603559494,71.75860595703125,71.75860595703125,0.3041244447231293,72248.046875
3.0,3.0,2.0,7.119608402252197,0.2657909393310547,76.2563247680664,76.2563247680664,0.2605080306529999,43080.3125
2.0,4.0,4.0,7.13004207611084,0.26696187257766724,76.85761260986328,76.85761260986328,0.25467708706855774,68250.4296875
2.0,4.0,1.0,7.211090087890625,0.27922213077545166,78.56774139404297,78.56774139404297,0.23809319734573364,23430.6171875
4.0,4.0,3.0,7.409683704376221,0.2725357413291931,79.9657211303711,79.9657211303711,0.22453635931015015,77898.8828125
2.0,4.0,2.0,7.44792366027832,0.27011221647262573,81.88034057617188,81.88034057617188,0.2059694230556488,35678.67578125
2.0,5.0,2.0,7.3663716316223145,0.2744203805923462,82.2023696899414,82.2023696899414,0.20284652709960938,40313.07421875
3.0,4.0,1.0,7.489520072937012,0.30015745759010315,82.31024169921875,82.31024169921875,0.20180045068264008,29184.177734375
2.0,2.0,2.0,7.544335842132568,0.28343576192855835,82.48766326904297,82.48766326904297,0.20007996261119843,28589.1875
3.0,3.0,3.0,7.474097728729248,0.2850857675075531,82.62068939208984,82.62068939208984,0.19878995418548584,61959.18359375
1.0,5.0,3.0,7.501033782958984,0.28765517473220825,83.03514862060547,83.03514862060547,0.1947707086801529,37401.7734375
2.0,4.0,3.0,7.529099941253662,0.2651995122432709,83.99893951416016,83.99893951416016,0.18542444705963135,50673.109375
2.0,3.0,3.0,7.5394768714904785,0.27748367190361023,84.49906921386719,84.49906921386719,0.18057440221309662,45105.1953125
1.0,5.0,4.0,7.572107791900635,0.2793961465358734,85.23854064941406,85.23854064941406,0.17340341210365295,47152.38671875
2.0,3.0,2.0,7.601371765136719,0.28833407163619995,86.49370574951172,86.49370574951172,0.16123151779174805,32370.625
1.0,3.0,4.0,7.677751541137695,0.2783282995223999,86.7680435180664,86.7680435180664,0.15857115387916565,36816.65234375
2.0,5.0,4.0,7.658809661865234,0.2839002311229706,87.58452606201172,87.58452606201172,0.15065333247184753,77027.0859375
3.0,4.0,4.0,7.66996955871582,0.2806050777435303,88.83734130859375,88.83734130859375,0.1385042369365692,98643.640625
2.0,2.0,4.0,7.779885292053223,0.29128241539001465,89.37017059326172,89.37017059326172,0.13333718478679657,47407.59375
2.0,2.0,3.0,7.718690872192383,0.2906368374824524,89.5975112915039,89.5975112915039,0.1311325579881668,37171.8359375
2.0,3.0,4.0,7.747021675109863,0.29538294672966003,89.83332061767578,89.83332061767578,0.12884581089019775,59691.03125
1.0,5.0,2.0,7.796041011810303,0.29651620984077454,91.2240219116211,91.2240219116211,0.11535952985286713,28314.08984375
3.0,4.0,3.0,7.741910934448242,0.2868608832359314,91.29474639892578,91.29474639892578,0.1146736815571785,70610.546875
1.0,3.0,3.0,7.816834926605225,0.29393622279167175,91.32539367675781,91.32539367675781,0.11437644064426422,30218.20703125
3.0,5.0,3.0,7.833487510681152,0.29427871108055115,92.57661437988281,92.57661437988281,0.1022428572177887,82289.6171875
3.0,3.0,1.0,7.828511714935303,0.29080483317375183,92.64932250976562,92.64932250976562,0.10153775662183762,26177.322265625
3.0,5.0,4.0,7.889235019683838,0.28161460161209106,93.5622787475586,93.5622787475586,0.09268438816070557,118028.6875
4.0,5.0,3.0,7.885187149047852,0.3007393479347229,93.7956314086914,93.7956314086914,0.09042149782180786,75791.7734375
1.0,4.0,2.0,7.9406633377075195,0.29650574922561646,95.52742767333984,95.52742767333984,0.07362750172615051,25267.576171875
4.0,5.0,4.0,7.978538513183594,0.29902660846710205,95.91899108886719,95.91899108886719,0.06983032822608948,87666.1953125
1.0,2.0,3.0,8.030495643615723,0.2978511452674866,98.02299499511719,98.02299499511719,0.049426835030317307,26808.84375
1.0,2.0,4.0,8.072229385375977,0.301971435546875,98.67506408691406,98.67506408691406,0.0431034117937088,32300.037109375
1.0,5.0,1.0,8.16904354095459,0.3056081235408783,101.30049896240234,101.30049896240234,0.017643416300415993,19703.75
2.0,3.0,1.0,8.175370216369629,0.3048669993877411,101.5643310546875,101.5643310546875,0.015084912069141865,21966.78125
2.0,2.0,1.0,8.195807456970215,0.3075614273548126,102.0182113647461,102.0182113647461,0.01068336982280016,20569.111328125
1.0,3.0,2.0,8.202628135681152,0.3101870119571686,102.03788757324219,102.03788757324219,0.010492627508938313,24209.376953125
1.0,4.0,1.0,8.197920799255371,0.30484524369239807,102.375,102.375,0.007223466411232948,18798.91796875
1.0,2.0,2.0,8.197920799255371,0.30484524369239807,102.375,102.375,0.007223466411232948,21551.9140625
1.0,3.0,1.0,10.120745658874512,0.3992420732975006,153.42539978027344,153.42539978027344,-0.48783522844314575,18315.20703125
1.0,2.0,1.0,10.157556533813477,0.397944837808609,154.30738830566406,154.30738830566406,-0.4963882565498352,17635.115234375
