groups,n_operators,nlvls,current_MAE_saved,current_MAPE_saved,current_MSE_saved,current_best_cost_saved,current_r2_saved,time
2.0,5.0,3.0,4823.1669921875,29.84794807434082,59443324.0,59443324.0,0.8753412365913391,9285.7529296875
4.0,5.0,1.0,5330.4345703125,194.71817016601562,58587472.0,58587472.0,0.8850268721580505,5929.818359375
2.0,5.0,4.0,4602.763671875,16.49188232421875,56131520.0,56141520.0,0.8670972585678101,12433.9970703125
3.0,5.0,1.0,4633.8056640625,24.522533416748047,44246260.0,44246260.0,0.9277242422103882,5270.14208984375
3.0,5.0,2.0,4457.08349609375,77.95293426513672,39444836.0,39444836.0,0.9508146047592163,8324.4072265625
3.0,4.0,3.0,4037.204345703125,39.29975891113281,37681268.0,37681268.0,0.90176922082901,10832.4462890625
4.0,3.0,3.0,3120.06884765625,7.518940448760986,28187848.0,28187848.0,0.9678800702095032,12097.0380859375
4.0,2.0,4.0,2949.650634765625,14.277376174926758,26210952.0,26210952.0,0.8749351501464844,13652.681640625
3.0,5.0,4.0,3803.656494140625,103.12872314453125,25675352.0,25685352.0,0.9243155121803284,17519.85546875
4.0,2.0,3.0,3151.8447265625,95.62593841552734,21396858.0,21396858.0,0.9866121411323547,10039.44921875
3.0,3.0,2.0,2426.277587890625,154.1764373779297,15017643.0,15017643.0,0.9769225716590881,6832.0390625
3.0,3.0,3.0,1952.1614990234375,30.0575008392334,10194545.0,10194545.0,0.9732285141944885,9539.16015625
1.0,4.0,4.0,1521.2677001953125,1.8023853302001953,6868129.5,6878129.5,0.9894952774047852,7422.49072265625
4.0,3.0,2.0,1905.32763671875,68.80303192138672,5788329.5,5788329.5,0.9902310371398926,8373.85546875
2.0,3.0,4.0,1258.1092529296875,3.577340841293335,4122627.0,4132627.0,0.9910977482795715,9763.6611328125
4.0,4.0,2.0,1202.851318359375,3.331806182861328,3794921.0,3794921.0,0.993935227394104,9145.736328125
3.0,5.0,3.0,873.79296875,9.73446273803711,1902794.75,1902794.75,0.998181939125061,12481.2236328125
2.0,4.0,4.0,742.989501953125,13.441946983337402,1310456.5,1310456.5,0.9985544085502625,10937.6025390625
1.0,4.0,3.0,734.08740234375,19.117599487304688,1181924.0,1181924.0,0.9993311166763306,6003.82666015625
3.0,2.0,4.0,696.8206176757812,16.765840530395508,1073703.125,1083703.125,0.9989810585975647,10584.078125
4.0,2.0,2.0,662.391357421875,3.1614136695861816,978614.375,978614.375,0.9985887408256531,7099.2666015625
2.0,4.0,2.0,649.5744018554688,2.977080821990967,925852.9375,925852.9375,0.9983658790588379,6172.26171875
1.0,5.0,3.0,552.310546875,0.8254184722900391,883953.125,883953.125,0.9994683265686035,6496.88916015625
2.0,2.0,3.0,589.80322265625,13.875226020812988,740494.6875,750494.6875,0.9986068606376648,6592.52197265625
3.0,2.0,3.0,561.88916015625,14.98511791229248,717765.125,717765.125,0.9993423819541931,8042.73681640625
2.0,5.0,2.0,477.537841796875,0.6937187910079956,594998.625,594998.625,0.9991911053657532,6611.31201171875
1.0,5.0,4.0,435.4081726074219,8.087566375732422,501224.90625,501224.90625,0.999078631401062,8174.29248046875
1.0,2.0,3.0,438.29351806640625,1.3298919200897217,345480.0,345480.0,0.9994731545448303,5406.37353515625
2.0,4.0,3.0,437.6993713378906,1.290891170501709,344768.46875,344768.46875,0.9994746446609497,8400.73828125
2.0,3.0,2.0,271.6318664550781,0.6049407124519348,269015.625,269015.625,0.9997565150260925,5679.8896484375
3.0,2.0,2.0,335.4432678222656,5.414535045623779,245601.625,245601.625,0.9995636343955994,5987.92919921875
4.0,3.0,4.0,287.0849914550781,0.988578736782074,170081.984375,180081.984375,0.999698281288147,16339.693359375
4.0,4.0,3.0,215.4964599609375,0.3811244070529938,83115.96875,83115.96875,0.9998936057090759,13426.7119140625
2.0,2.0,4.0,177.18414306640625,1.4873138666152954,62518.50390625,62518.50390625,0.9999024868011475,8272.6484375
1.0,3.0,4.0,178.75164794921875,0.28582891821861267,59161.5390625,59161.5390625,0.9999123215675354,6989.67919921875
2.0,3.0,3.0,126.37467193603516,0.33378368616104126,30098.392578125,30098.392578125,0.9999554753303528,7555.666015625
3.0,4.0,4.0,87.76797485351562,2.8045713901519775,14087.681640625,24087.681640625,0.9999811053276062,14929.162109375
1.0,2.0,4.0,116.8126449584961,1.3071777820587158,21270.962890625,21270.962890625,0.9999580979347229,6322.41748046875
2.0,2.0,2.0,100.55583953857422,0.16758041083812714,17837.71484375,17837.71484375,0.9999704360961914,5243.33740234375
3.0,3.0,4.0,30.60116195678711,0.32256758213043213,1206.2454833984375,1206.2454833984375,0.9999973177909851,12766.5634765625
3.0,4.0,2.0,21.049514770507812,0.7127578258514404,624.5813598632812,624.5813598632812,0.9999982118606567,7520.88134765625
