groups,n_operators,nlvls,current_MAE_saved,current_MAPE_saved,current_MSE_saved,current_best_cost_saved,current_r2_saved,time
1.0,2.0,4.0,3045.89697265625,0.10988704115152359,17531462.0,17531462.0,0.9865179061889648,14185.38671875
4.0,4.0,2.0,2828.73681640625,6.324537754058838,13096737.0,13096737.0,0.7344294786453247,21207.1328125
4.0,3.0,1.0,2849.971923828125,9.049663543701172,10784117.0,10784117.0,0.8268880248069763,12814.8779296875
3.0,3.0,4.0,2150.565185546875,4.148449897766113,9454417.0,9454417.0,0.8764781951904297,30316.001953125
4.0,2.0,4.0,2259.835205078125,2.8389992713928223,9420082.0,9430082.0,0.905280351638794,29469.861328125
4.0,3.0,4.0,2006.9647216796875,6.350342750549316,5893795.0,5893795.0,0.8857834339141846,36060.4609375
3.0,5.0,4.0,1678.95263671875,4.2157511711120605,4648127.5,4658127.5,0.9612107276916504,37171.1484375
3.0,5.0,3.0,1605.0262451171875,6.854740619659424,3779636.0,3779636.0,0.9308212995529175,27719.857421875
4.0,5.0,4.0,1398.360595703125,2.3459012508392334,3083798.75,3093798.75,0.94734787940979,44505.0078125
2.0,2.0,4.0,1010.0785522460938,0.05909081920981407,1806032.5,1806032.5,0.9986146092414856,19136.33203125
4.0,2.0,2.0,991.3588256835938,3.844066619873047,1571122.5,1571122.5,0.9787365198135376,16775.916015625
4.0,5.0,3.0,717.7618408203125,0.31546199321746826,932770.625,932770.625,0.9756841063499451,33689.80859375
3.0,5.0,2.0,538.1751708984375,0.26341935992240906,695136.625,695136.625,0.9992049932479858,20795.5703125
2.0,5.0,3.0,478.69342041015625,3.73136043548584,379197.8125,389197.8125,0.982681930065155,21726.498046875
4.0,4.0,4.0,402.5114440917969,0.08338609337806702,307530.1875,307530.1875,0.9993139505386353,41584.21875
2.0,4.0,4.0,384.4194641113281,0.2774733006954193,294967.46875,304967.46875,0.9996113777160645,25543.810546875
3.0,4.0,3.0,230.32493591308594,0.5189265012741089,96253.6640625,96253.6640625,0.9984655380249023,26316.896484375
4.0,5.0,2.0,190.85089111328125,0.7244531512260437,42617.51171875,42617.51171875,0.9993970394134521,24048.279296875
3.0,3.0,3.0,137.26608276367188,0.21730118989944458,35574.703125,35574.703125,0.9997389912605286,23111.384765625
2.0,3.0,4.0,101.58211517333984,0.039909929037094116,13659.6845703125,23659.685546875,0.9999404549598694,22950.2421875
2.0,5.0,4.0,114.83281707763672,0.4767617881298065,16110.0361328125,16110.0361328125,0.9996187090873718,27703.958984375
2.0,5.0,2.0,76.82434844970703,0.3391687572002411,12090.75390625,12090.75390625,0.9996589422225952,16222.02734375
1.0,4.0,4.0,12.503177642822266,0.014033251442015171,273.3145751953125,10273.314453125,0.9999989867210388,16971.439453125
4.0,2.0,3.0,74.9588623046875,0.596169114112854,9633.7353515625,9633.7353515625,0.99955153465271,22624.724609375
4.0,4.0,3.0,58.11713409423828,0.056732550263404846,4582.16259765625,4582.16259765625,0.9999743700027466,30984.984375
4.0,3.0,2.0,25.26369285583496,0.09613025188446045,978.1588134765625,978.1588134765625,0.999987006187439,19083.69921875
3.0,2.0,4.0,22.169631958007812,0.013701734133064747,752.4373168945312,752.4373168945312,0.9999833703041077,24352.330078125
1.0,2.0,2.0,14.727385520935059,0.00936049222946167,397.6497497558594,397.6497497558594,0.9999995827674866,10263.568359375
1.0,3.0,4.0,12.540864944458008,0.04214994236826897,231.84555053710938,231.84555053710938,0.9999977350234985,15823.4169921875
1.0,5.0,4.0,12.458553314208984,0.038476452231407166,226.7081756591797,226.7081756591797,0.9999977350234985,18341.7265625
1.0,3.0,2.0,11.41827392578125,0.009785421192646027,185.20701599121094,185.20701599121094,0.9999992251396179,11032.7685546875
1.0,2.0,3.0,11.43388843536377,0.009785626083612442,185.163818359375,185.163818359375,0.9999992251396179,12333.1025390625
1.0,3.0,3.0,11.281919479370117,0.008335158228874207,182.47715759277344,182.47715759277344,0.9999993443489075,13325.4609375
4.0,3.0,3.0,10.696969032287598,0.06302133202552795,164.87716674804688,164.87716674804688,0.9999971389770508,26671.34375
2.0,3.0,2.0,10.792123794555664,0.027578162029385567,159.22059631347656,159.22059631347656,0.9999975562095642,13638.390625
3.0,2.0,2.0,9.798203468322754,0.01784520223736763,153.3797607421875,153.3797607421875,0.999999463558197,14678.8837890625
1.0,5.0,3.0,9.239381790161133,0.03334084525704384,120.25186920166016,120.25186920166016,0.9999977946281433,14926.1396484375
2.0,2.0,2.0,9.2156400680542,0.015083709731698036,112.14836883544922,112.14836883544922,0.9999997615814209,12387.1171875
1.0,4.0,3.0,8.314729690551758,0.024290915578603745,108.22608947753906,108.22608947753906,0.9999987483024597,14146.5283203125
1.0,5.0,2.0,8.437372207641602,0.037238381803035736,85.20533752441406,85.20533752441406,0.999997615814209,12121.9794921875
1.0,4.0,2.0,7.0504150390625,0.01246122270822525,74.68070220947266,74.68070220947266,0.9999993443489075,11565.5
2.0,4.0,3.0,6.846028804779053,0.007100244984030724,71.94650268554688,71.94650268554688,0.999999463558197,20732.798828125
2.0,3.0,3.0,6.003662109375,0.010262817144393921,54.116233825683594,54.116233825683594,0.999999463558197,17859.7734375
3.0,2.0,3.0,5.2942795753479,0.005902416538447142,37.19704055786133,37.19704055786133,0.9999999403953552,18865.255859375
3.0,3.0,2.0,5.252717018127441,0.0051010167226195335,37.140933990478516,37.140933990478516,0.9999999403953552,16702.990234375
2.0,2.0,3.0,3.9473724365234375,0.004142234567552805,20.726940155029297,20.726940155029297,1.0,15669.3525390625
2.0,4.0,2.0,3.417809009552002,0.01170075498521328,18.1630916595459,18.1630916595459,0.999999463558197,15144.1259765625
3.0,4.0,2.0,0.7788042426109314,0.0009117512381635606,0.7725203037261963,0.7725203037261963,1.0,19016.345703125
