run,operation,started,time,status,label,Smax,Smin,Sslimit,dseta,fdmax,fdmin,function,groups,n,n_operators,nlvls,noise_c,noise_x,step,LSl,LSu,SScounter,SSresets,Total_Moment,current_MAE,current_MAE_saved,current_MAPE,current_MAPE_saved,current_MSE,current_MSE_saved,current_best_cost,current_best_cost_saved,current_r2,current_r2_saved,delta,deltamax,deltamin,global_best
e38df0d5,DSRegPSOPnl,2024-08-01 23:45:05,4:36:45,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.25 noise_x=0,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.25,0,19980200,-10.600000381469727,10.600000381469727,0.0,37.0,0.5830000042915344,97089.7578125,431.0333251953125,95.67831420898438,0.07491033524274826,16124917760.0,260836.4375,12116319232.0,195826.921875,-10.887739181518555,0.9991177320480347,0.009323014877736568,0.011509894393384457,6.752478892875502e-14,12116319232.0
759b61f0,DSRegPSOPnl,2024-08-01 23:43:03,4:36:01,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.15 noise_x=0,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.15,0,19980200,-8.188284873962402,8.188284873962402,1.0,33.0,0.4503556787967682,76543.0546875,31.878515243530273,149.98748779296875,0.01378513965755701,11811214336.0,1407.053955078125,10040901632.0,1196.4578857421875,-25.166780471801758,0.9999921917915344,0.005237926729023457,0.009208270348608494,1.997412956875836e-15,10040901632.0
14c59786,DSRegPSOPnl,2024-08-01 18:49:43,4:53:18,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.1 noise_x=0,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.1,0,19980200,-5.0,5.0,0.0,34.0,0.2750000059604645,83286.296875,1531.78955078125,227.1134490966797,1.3775806427001953,10452506624.0,3510148.25,9432227840.0,3160014.5,-113.06184387207031,0.9648106694221497,0.0022729714401066303,0.009091885760426521,1.491762451210515e-15,9432227840.0
a72c0f31,DSRegPSOPnl,2024-08-01 18:48:14,4:57:25,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.05 noise_x=0,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.05,0,19980200,-6.699999809265137,6.699999809265137,0.0,35.0,0.3684999942779541,38342.2890625,493.9282531738281,0.6590315103530884,0.29444053769111633,2655442688.0,1460573.625,2530074880.0,1387636.125,-0.7497537732124329,0.885500967502594,0.0007996218628250062,0.0019038616446778178,1.2244445705294517e-15,2530074880.0
3b5fd2af,DSRegPSOPnl,2024-08-01 18:48:07,4:56:56,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0 noise_x=0,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0,0,19980200,-11.600000381469727,11.600000381469727,0.0,40.0,0.6380000114440918,72250.796875,0.7788042426109314,248.16159057617188,0.0009117512381635606,6956013056.0,0.7725203037261963,6956013056.0,0.7725203037261963,-127.1248779296875,1.0,0.001054296619258821,0.006589354015886784,1.867340883429571e-15,6956013056.0
8a2b8953,DSRegPSOPnl,2024-08-01 18:45:33,5:02:36,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.0 noise_x=0.25,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.0,0.25,19980200,-11.600000381469727,11.600000381469727,2.0,78.0,0.6380000114440918,168529.328125,40929.26953125,369.49609375,6.244522571563721,38021349376.0,4293079040.0,38021349376.0,4293079040.0,-124.783203125,-0.3023119568824768,0.02325564995408058,0.03523583337664604,1.2312830910291093e-14,38021349376.0
754d8978,DSRegPSOPnl,2024-08-01 13:49:43,4:58:23,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.0 noise_x=0.15,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.0,0.15,19980200,-2.700000047683716,2.700000047683716,0.0,76.0,0.148499995470047,106822.1953125,2003.7518310546875,59.04863739013672,0.10360933095216751,34926682112.0,9094746.0,34926682112.0,9094746.0,-5.087167739868164,0.993651270866394,0.0006533889682032168,0.03266944736242294,5.776095967762471e-15,34926682112.0
a3c20afb,DSRegPSOPnl,2024-08-01 13:49:23,4:58:49,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.0 noise_x=0.1,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.0,0.1,19980200,-2.799999952316284,2.799999952316284,0.0,63.0,0.15399999916553497,36411.72265625,10121.2294921875,84.55528259277344,1.4474178552627563,2460781312.0,177463328.0,2460781312.0,177463328.0,-4.531506538391113,0.5795928835868835,8.973031799541786e-05,0.0029910106677562,1.4552489784367502e-15,2460781312.0
e131bdb4,DSRegPSOPnl,2024-08-01 13:49:08,4:56:23,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.0 noise_x=0.05,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.0,0.05,19980200,-15.0,15.0,1.0,50.0,0.824999988079071,190087.9375,3109.4052734375,555.4382934570312,0.61122727394104,53762428928.0,15983889.0,53762428928.0,15983889.0,-508.4794006347656,0.9746775031089783,0.040321819484233856,0.05376242846250534,1.93571287471217e-14,53762428928.0
5bc9a899,DSRegPSOPnl,2024-08-01 13:48:47,5:00:55,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1.0e-13 fdmin=1.0e-23 function=8 groups=3 n=200 n_operators=4 nlvls=2 noise_c=0.0 noise_x=0,0.04,0.01,3,0.001,1e-13,1e-23,8,3,200,4,2,0.0,0,19980200,-11.600000381469727,11.600000381469727,0.0,40.0,0.6380000114440918,72250.796875,0.7788042426109314,248.16159057617188,0.0009117512381635606,6956013056.0,0.7725203037261963,6956013056.0,0.7725203037261963,-127.1248779296875,1.0,0.001054296619258821,0.006589354015886784,1.867340883429571e-15,6956013056.0
