run,operation,started,time,status,label,Smax,Smin,Sslimit,dseta,fdmax,fdmin,function,groups,n,n_operators,nlvls,noise_c,noise_x,step,LSl,LSu,SScounter,SSresets,Total_Moment,current_MAE,current_MAE_saved,current_MAPE,current_MAPE_saved,current_MSE,current_MSE_saved,current_best_cost,current_best_cost_saved,current_r2,current_r2_saved,delta,deltamax,deltamin,global_best
ed710ffe,DSRegPSOPnl,2024-08-17 12:18:54,2:10:03,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.25 noise_x=0,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.25,0,19980200,-2.9000000953674316,2.9000000953674316,1.0,44.0,0.15950000286102295,0.8703789710998535,0.4890958368778229,0.2076418697834015,0.11704852432012558,1.0786347389221191,0.3768673539161682,0.8089859485626221,0.28294262290000916,-0.22605332732200623,0.5716256499290466,0.0028823371976614,0.07205842435359955,8.869298931358724e-14,0.8089859485626221
38263a6a,DSRegPSOPnl,2024-08-17 12:18:43,2:10:01,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.15 noise_x=0,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.15,0,19980200,-12.899999618530273,12.899999618530273,2.0,50.0,0.7095000147819519,0.852128267288208,0.30070292949676514,0.23307524621486664,0.08462221920490265,1.0875602960586548,0.1358330398797989,0.9246757626533508,0.11547792702913284,-0.23619872331619263,0.8456024527549744,0.049876172095537186,0.09236327558755875,1.1780801215197784e-13,0.9246757626533508
e2406326,DSRegPSOPnl,2024-08-17 09:56:59,2:27:03,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.1 noise_x=0,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.1,0,19980200,-7.800000190734863,7.800000190734863,0.0,47.0,0.42899999022483826,0.6784039735794067,0.26907727122306824,0.18360711634159088,0.05871899053454399,0.7187446355819702,0.13405433297157288,0.6476906538009644,0.12065386027097702,0.18302355706691742,0.8476243019104004,0.030953679233789444,0.05840316787362099,1.281811164372329e-13,0.6476906538009644
f7244c6b,DSRegPSOPnl,2024-08-17 09:52:01,2:26:42,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.05 noise_x=0,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.05,0,19980200,-3.200000047683716,3.200000047683716,0.0,58.0,0.17599999904632568,1.1746429204940796,0.21882346272468567,0.40570762753486633,0.04254283383488655,2.395627737045288,0.10083481669425964,2.3648109436035156,0.09579456597566605,-1.7230415344238281,0.8853839635848999,0.0122664924710989,0.1752355992794037,1.572794493384308e-13,2.3648109436035156
8a755ba6,DSRegPSOPnl,2024-08-17 09:51:29,2:27:24,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0 noise_x=0,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0,0,19980200,-11.053534507751465,11.053534507751465,1.0,58.0,0.6079444289207458,1.2215591669082642,0.06079452484846115,0.34724345803260803,0.01417224109172821,2.3241775035858154,0.004950454458594322,2.3241775035858154,0.004950454458594322,-1.6418261528015137,0.9943729639053345,0.16814643144607544,0.19658121466636658,2.560248291583883e-13,2.3241775035858154
27ec42a1,DSRegPSOPnl,2024-08-17 09:51:12,2:28:59,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.0 noise_x=0.25,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.0,0.25,19980200,-4.900000095367432,4.900000095367432,2.0,84.0,0.2694999873638153,1.452248454093933,0.8876795768737793,0.4362713098526001,0.20314227044582367,2.922787666320801,1.228421926498413,2.922787666320801,1.228421926498413,-2.322249174118042,-0.3963121175765991,0.06801743060350418,0.28340595960617065,4.896650034232064e-13,2.922787666320801
0169cedd,DSRegPSOPnl,2024-08-17 07:36:01,2:20:57,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.0 noise_x=0.15,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.0,0.15,19980200,-5.300000190734863,5.300000190734863,1.0,78.0,0.2915000021457672,1.126769781112671,0.8901033401489258,0.3470185697078705,0.2566705048084259,2.1228880882263184,1.1274257898330688,2.1228880882263184,1.1274257898330688,-1.4130263328552246,-0.28151267766952515,0.059440869837999344,0.21228881180286407,3.1875240294465534e-13,2.1228880882263184
e68a28c2,DSRegPSOPnl,2024-08-17 07:35:51,2:16:09,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.0 noise_x=0.1,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.0,0.1,19980200,-6.599999904632568,6.599999904632568,2.0,67.0,0.3630000054836273,0.9396065473556519,0.8343763947486877,0.3102109432220459,0.2643981873989105,1.4692665338516235,1.0770536661148071,1.4692665338516235,1.0770536661148071,-0.6700732707977295,-0.22425605356693268,0.06023992598056793,0.1469266563653946,2.776555298612121e-13,1.4692665338516235
ab18a1ea,DSRegPSOPnl,2024-08-17 07:35:42,2:15:47,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.0 noise_x=0.05,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.0,0.05,19980200,-12.399999618530273,12.399999618530273,2.0,57.0,0.6819999814033508,1.0669904947280884,0.7666712999343872,0.30240297317504883,0.18646584451198578,1.4736316204071045,0.8543845415115356,1.4736316204071045,0.8543845415115356,-0.6750349402427673,0.028845518827438354,0.1090487390756607,0.14736317098140717,1.758022574087706e-13,1.4736316204071045
fbecb119,DSRegPSOPnl,2024-08-17 07:35:26,2:15:45,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=0.01 fdmin=1.0e-12 function=7 groups=3 n=200 n_operators=3 nlvls=2 noise_c=0.0 noise_x=0,0.04,0.01,3,0.001,0.01,1e-12,7,3,200,3,2,0.0,0,19980200,-11.053534507751465,11.053534507751465,1.0,58.0,0.6079444289207458,1.2215591669082642,0.06079452484846115,0.34724345803260803,0.01417224109172821,2.3241775035858154,0.004950454458594322,2.3241775035858154,0.004950454458594322,-1.6418261528015137,0.9943729639053345,0.16814643144607544,0.19658121466636658,2.560248291583883e-13,2.3241775035858154
