groups,n_operators,nlvls,current_MAE_saved,current_MAPE_saved,current_MSE_saved,current_best_cost_saved,current_r2_saved,time
3.0,4.0,3.0,0.01853295974433422,0.01996070332825184,0.0007294656825251877,0.0007294657989405096,0.37462881207466125,12974.330078125
1.0,2.0,1.0,0.09191681444644928,0.09735753387212753,0.014497268944978714,0.014497269876301289,-6.0667948722839355,4144.5712890625
3.0,2.0,1.0,0.03534843027591705,0.03672866150736809,0.001851862296462059,0.0018518625292927027,-0.05852068215608597,5115.2373046875
2.0,3.0,1.0,0.03520706668496132,0.03773931413888931,0.002345268614590168,0.002345268614590168,-1.6757428646087646,4956.8662109375
2.0,2.0,4.0,0.02094717137515545,0.021431267261505127,0.0006648197304457426,0.0006648198468610644,0.7536574006080627,9877.17578125
2.0,5.0,2.0,0.013979477807879448,0.015304255299270153,0.00039117413689382374,0.00039117425330914557,0.6918821930885315,8012.865234375
4.0,5.0,3.0,0.018356850370764732,0.019182462245225906,0.0005562357837334275,0.0005562359583564103,0.834510087966919,17299.962890625
1.0,4.0,3.0,0.010601317510008812,0.010652721859514713,0.00028882164042443037,0.0002888217568397522,0.9680265784263611,7141.77294921875
4.0,5.0,1.0,0.015347613021731377,0.01586969569325447,0.0003590238920878619,0.0003590240085031837,0.9234941005706787,7482.66455078125
2.0,5.0,1.0,0.05020974203944206,0.0524260476231575,0.00417768070474267,0.00417768070474267,-3.108219861984253,5412.2900390625
2.0,3.0,4.0,0.011438419111073017,0.011782991699874401,0.00022707186872139573,0.00022707198513671756,0.9368911981582642,11624.4912109375
1.0,3.0,3.0,0.015348169952630997,0.015922214835882187,0.0004270986537449062,0.00042709874105639756,0.7798589468002319,6547.45166015625
3.0,5.0,3.0,0.014033193700015545,0.014645094983279705,0.0004497251647990197,0.00044972525211051106,0.47609344124794006,14934.6845703125
4.0,3.0,4.0,0.02585873194038868,0.027197858318686485,0.0014941818080842495,0.0014941819244995713,-2.9802327156066895,19791.564453125
1.0,5.0,1.0,0.030924707651138306,0.03159269690513611,0.0021029929630458355,0.0021029929630458355,0.710381805896759,4585.712890625
3.0,2.0,2.0,0.017805393785238266,0.01838187873363495,0.0006376765086315572,0.000637676625046879,-0.8021937608718872,7173.10595703125
4.0,2.0,2.0,0.020266663283109665,0.021012865006923676,0.0007032258436083794,0.0007032260182313621,0.8691017627716064,8806.89453125
1.0,5.0,3.0,0.007853577844798565,0.008184079080820084,0.00012566284567583352,0.00012566296209115535,0.9231114387512207,7645.1328125
2.0,4.0,2.0,0.014390647411346436,0.0165729820728302,0.0005232037510722876,0.0005232038674876094,0.915704607963562,7339.16650390625
4.0,5.0,4.0,0.02643676847219467,0.02807152457535267,0.0012787231244146824,0.0012787232408300042,-0.5809117555618286,22744.546875
1.0,5.0,4.0,0.029950864613056183,0.030760686844587326,0.0011386499973013997,0.0011386501137167215,0.31431844830513,9694.6357421875
3.0,3.0,3.0,0.01202348805963993,0.01266049686819315,0.00027225102530792356,0.0002722511417232454,0.9149138927459717,11571.0439453125
4.0,2.0,1.0,0.015683859586715698,0.01622106321156025,0.000382908241590485,0.00038290838710963726,0.8060393929481506,5991.69482421875
3.0,4.0,1.0,0.020544229075312614,0.02110457792878151,0.0006215255707502365,0.0006215256871655583,-0.07786422967910767,6041.57421875
3.0,4.0,2.0,0.016565199941396713,0.017006471753120422,0.0003931240935344249,0.0003931242390535772,0.7119637131690979,9398.6484375
1.0,3.0,4.0,0.01659396104514599,0.017105182632803917,0.0004015849845018238,0.0004015851009171456,0.6233439445495605,7950.13671875
4.0,5.0,2.0,0.024399643763899803,0.026116197928786278,0.001241395715624094,0.0012413958320394158,-1.8387525081634521,12485.03125
2.0,4.0,4.0,0.02466774731874466,0.02793344110250473,0.0011688187951222062,0.001168818911537528,-0.005761771462857723,13108.720703125
2.0,3.0,2.0,0.020229434594511986,0.020665310323238373,0.000741747091524303,0.0007417471497319639,0.16704806685447693,6841.7216796875
2.0,4.0,3.0,0.011579284444451332,0.01229641493409872,0.00024895183742046356,0.0002489519538357854,0.6809065341949463,10123.5302734375
1.0,4.0,4.0,0.013424421660602093,0.013781535439193249,0.00028077024035155773,0.00028077035676687956,0.7108580470085144,8623.2705078125
2.0,5.0,3.0,0.021149897947907448,0.023409640416502953,0.0007896109018474817,0.0007896110182628036,0.6076523661613464,11260.7783203125
3.0,3.0,1.0,0.026966243982315063,0.02796969562768936,0.0010811423417180777,0.0010811424581333995,0.6666173934936523,5637.8798828125
4.0,4.0,2.0,0.019908862188458443,0.02076531946659088,0.0007332318928092718,0.0007332320674322546,-0.1758662909269333,11212.8935546875
2.0,4.0,1.0,0.03796757012605667,0.039359427988529205,0.0026282386388629675,0.0026282386388629675,-0.402071475982666,5254.84716796875
3.0,5.0,1.0,0.02227015048265457,0.02310234308242798,0.0009040723089128733,0.0009040724253281951,0.13898852467536926,6314.4482421875
2.0,2.0,1.0,0.03559796139597893,0.038666725158691406,0.0024591239634901285,0.002459124196320772,0.17991364002227783,4767.92138671875
3.0,5.0,4.0,0.0532187856733799,0.05554066225886345,0.004815316293388605,0.004815316759049892,-0.4061450958251953,20876.44921875
2.0,5.0,4.0,0.031128577888011932,0.031428612768650055,0.0017709949752315879,0.0017709952080622315,-0.9038283824920654,14620.1630859375
3.0,3.0,2.0,0.021763071417808533,0.022230615839362144,0.0009066230268217623,0.0009066231432370842,0.5127175450325012,8263.15234375
4.0,4.0,4.0,0.0299006849527359,0.031398478895425797,0.001468910719268024,0.0014689108356833458,-1.4294508695602417,22511.048828125
4.0,4.0,3.0,0.009699517861008644,0.010650933720171452,0.0003000835713464767,0.0003000836877617985,0.2070665955543518,16651.681640625
1.0,2.0,4.0,0.029045317322015762,0.029911821708083153,0.0019188816659152508,0.0019188817823305726,0.7652110457420349,7023.6796875
4.0,3.0,2.0,0.012816713191568851,0.012688546441495419,0.0002927926543634385,0.0002927927707787603,0.6716058254241943,10177.662109375
2.0,2.0,3.0,0.01407709065824747,0.01448778435587883,0.00035985742579214275,0.0003598575422074646,0.8941984176635742,7908.509765625
3.0,5.0,2.0,0.03572912514209747,0.036689452826976776,0.0016098656924441457,0.0016098658088594675,-0.05492951720952988,10032.9189453125
2.0,3.0,3.0,0.009011328220367432,0.009502687491476536,0.00016508414410054684,0.00016508426051586866,0.8943340182304382,9018.3505859375
3.0,2.0,3.0,0.023849351331591606,0.024635925889015198,0.0008759155170992017,0.0008759156917221844,-0.09908128529787064,9721.96484375
1.0,5.0,2.0,0.02708251029253006,0.028011981397867203,0.0010041447822004557,0.0010041448986157775,0.18644429743289948,6000.4287109375
3.0,2.0,4.0,0.011603969149291515,0.011837130412459373,0.0002203288022428751,0.00022032893321011215,0.8171559572219849,12613.7763671875
4.0,2.0,3.0,0.0175337977707386,0.018639739602804184,0.0006444149184972048,0.0006444150349125266,-0.02624371647834778,12272.9951171875
1.0,2.0,3.0,0.024416225031018257,0.02517670765519142,0.0011268270900472999,0.0011268272064626217,-0.5945408344268799,6001.861328125
1.0,4.0,1.0,0.042961400002241135,0.044604312628507614,0.0031755922827869654,0.003175592515617609,-1.6598553657531738,4459.818359375
