groups,n_operators,nlvls,current_MAE_saved,current_MAPE_saved,current_MSE_saved,current_best_cost_saved,current_r2_saved,time
1.0,2.0,3.0,21772.4296875,0.2906431257724762,1910005760.0,1910005760.0,0.9999918937683105,6843.17626953125
1.0,4.0,4.0,907.9118041992188,0.15552566945552826,2504942.25,2504942.25,0.9999997615814209,9068.01953125
1.0,3.0,2.0,21948.283203125,0.23178449273109436,2106754176.0,2106754176.0,0.9999682903289795,6229.4375
3.0,5.0,2.0,2484.1337890625,0.675288200378418,30355570.0,30355570.0,0.9999998211860657,8390.9404296875
2.0,2.0,4.0,557.3428955078125,7.794214725494385,613554.5,613554.5,0.9999977350234985,10338.0185546875
4.0,5.0,3.0,84005.703125,5.681872367858887,32087793664.0,32087803904.0,0.8072696924209595,15145.5166015625
2.0,2.0,1.0,1527254.125,17.11279296875,10301463330816.0,10301463330816.0,0.9571954607963562,4960.52978515625
1.0,4.0,2.0,21947.85546875,0.23734989762306213,2106841472.0,2106841472.0,0.9999682903289795,6140.025390625
4.0,2.0,3.0,647.615234375,7.651951789855957,869386.25,869386.25,0.9999974966049194,9676.18359375
2.0,2.0,3.0,2413.99609375,0.1619417816400528,16567823.0,16567823.0,0.9999986886978149,8106.91748046875
1.0,3.0,3.0,9550.6796875,0.22158458828926086,294764512.0,294764512.0,0.999975860118866,7556.14599609375
2.0,3.0,4.0,911.5238647460938,0.375811368227005,2238428.5,2248428.5,0.9999997615814209,12278.8642578125
4.0,3.0,1.0,759218.1875,4606.2041015625,1304721489920.0,1304721489920.0,0.656578779220581,5251.81982421875
1.0,5.0,3.0,998.8832397460938,8.198334693908691,2249338.0,2249338.0,0.999997615814209,7983.9541015625
4.0,3.0,4.0,16994.556640625,2.401665210723877,1082613376.0,1082623488.0,0.9998685717582703,16109.8583984375
4.0,5.0,2.0,41447.69921875,129.21351623535156,5094957056.0,5094957056.0,0.9996595978736877,10078.4306640625
3.0,5.0,4.0,14048.4365234375,48.45940017700195,912193344.0,912203328.0,0.9999178051948547,17206.46875
3.0,2.0,3.0,505.6123046875,0.22444754838943481,721811.25,721811.25,0.9999999403953552,9843.8408203125
2.0,3.0,2.0,961.258544921875,0.2120758444070816,2672874.75,2672874.75,0.9999997615814209,7155.53271484375
4.0,3.0,3.0,812.2548217773438,7.05005407333374,1220368.875,1230368.875,0.9999995827674866,11735.9072265625
2.0,4.0,2.0,913.9609985351562,0.21794293820858002,2309421.75,2309421.75,0.9999998211860657,7645.41015625
3.0,5.0,1.0,770921.1875,1.5376709699630737,2042987937792.0,2042987937792.0,0.9793006181716919,5308.62255859375
2.0,2.0,2.0,19056.64453125,0.16263329982757568,1120184192.0,1120184192.0,0.9999951124191284,6397.54638671875
1.0,3.0,1.0,5453249.5,9.862908363342285,147183798059008.0,147183798059008.0,-2418.322509765625,5027.5205078125
3.0,3.0,4.0,571.3954467773438,6.599010467529297,708631.125,718631.125,0.9999983906745911,13647.9833984375
4.0,4.0,4.0,1079490.125,1846.3642578125,4073656942592.0,4073656942592.0,0.9829897284507751,18867.765625
1.0,5.0,4.0,881.7767333984375,2.0947937965393066,2232039.25,2242039.25,0.999999463558197,9966.2919921875
4.0,2.0,4.0,1436.9072265625,0.7793552875518799,4758624.5,4768624.5,0.9999508261680603,13124.6328125
3.0,2.0,2.0,2637.0830078125,0.3420843482017517,21224294.0,21224294.0,0.9997954368591309,7501.97021484375
1.0,4.0,3.0,1622.7347412109375,24.671398162841797,5778223.5,5778223.5,0.9999781250953674,7419.6318359375
2.0,5.0,3.0,1597.6964111328125,24.591569900512695,5779486.0,5779486.0,0.9999780654907227,11551.314453125
1.0,3.0,4.0,1768.864990234375,0.11718608438968658,10866283.0,10866283.0,0.9999993443489075,8874.240234375
4.0,5.0,4.0,2006666.75,2330.237548828125,8119887331328.0,8119887331328.0,-48.07671356201172,20830.640625
2.0,5.0,2.0,918.3842163085938,0.11617398262023926,2340631.75,2340631.75,0.9999998211860657,8260.216796875
3.0,2.0,4.0,766.0780029296875,1.642238974571228,1413838.75,1413838.75,0.9999995231628418,12588.4892578125
2.0,5.0,1.0,625201.125,16.128944396972656,1477965250560.0,1477965250560.0,0.9938384294509888,5759.98291015625
3.0,3.0,3.0,22163.4921875,1.3095901012420654,2027102464.0,2027102464.0,0.9998518228530884,10501.125
3.0,4.0,2.0,936.0354614257812,3.297039270401001,2322504.0,2322504.0,0.9999994039535522,7616.33447265625
