run,operation,started,time,status,label,Smax,Smin,Sslimit,dseta,fdmax,fdmin,function,groups,n,n_operators,nlvls,step,LSl,LSu,SScounter,SSresets,Total_Moment,current_MAE,current_MAE_saved,current_MAPE,current_MAPE_saved,current_MSE,current_MSE_saved,current_best_cost,current_best_cost_saved,current_r2,current_r2_saved,delta,deltamax,deltamin,global_best
5eb71336,DSRegPSOPnl,2024-07-19 08:15:29,6:19:04,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=5 nlvls=4,0.04,0.01,3,0.001,1,1e-10,6,4,200,5,4,19980200,-2.5999999046325684,2.5999999046325684,0.0,32.0,0.14300000667572021,0.07403962314128876,0.02643676847219467,0.0695447251200676,0.02807152457535267,0.013199510984122753,0.0012787231244146824,0.013199510984122753,0.0012787232408300042,-0.8319886922836304,-0.5809117555618286,0.0013102010125294328,0.13102009892463684,1.5313005515839827e-14,0.013199510984122753
2c3a645b,DSRegPSOPnl,2024-07-19 07:17:44,4:48:19,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=5 nlvls=3,0.04,0.01,3,0.001,1,1e-10,6,4,200,5,3,19980200,-4.5,4.5,0.0,31.0,0.2475000023841858,0.0680309310555458,0.018356850370764732,0.06728991121053696,0.019182462245225906,0.008329085074365139,0.0005562357837334275,0.008329085074365139,0.0005562359583564103,-2.7023568153381348,0.834510087966919,0.015843022614717484,0.07921511679887772,5.110794532264644e-14,0.008329085074365139
785c3ac9,DSRegPSOPnl,2024-07-19 05:21:39,3:28:05,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=5 nlvls=2,0.04,0.01,3,0.001,1,1e-10,6,4,200,5,2,19980200,-9.600105285644531,9.600105285644531,0.0,36.0,0.528005838394165,0.05106766149401665,0.024399643763899803,0.05243280902504921,0.026116197928786278,0.0036750254221260548,0.001241395715624094,0.0036750256549566984,0.0012413958320394158,-4.370197772979736,-1.8387525081634521,0.02570568211376667,0.03620464727282524,7.206295429091833e-15,0.0036750256549566984
3c233176,DSRegPSOPnl,2024-07-19 05:13:01,2:04:42,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=5 nlvls=1,0.04,0.01,3,0.001,1,1e-10,6,4,200,5,1,19980200,-2.5,2.5,0.0,56.0,0.13750000298023224,0.6272619366645813,0.015347613021731377,0.6636723279953003,0.01586969569325447,0.4986351430416107,0.0003590238920878619,0.4986351430416107,0.0003590240085031837,-536.954833984375,0.9234941005706787,1.1285543680128463e-11,4.615818023681641,1.6042849340647258e-11,0.4986351430416107
9a5105af,DSRegPSOPnl,2024-07-19 03:47:06,6:15:11,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=4 nlvls=4,0.04,0.01,3,0.001,1,1e-10,6,4,200,4,4,19980200,-4.300000190734863,4.300000190734863,0.0,33.0,0.23649999499320984,0.8380128145217896,0.0299006849527359,0.8569536209106445,0.031398478895425797,0.7937859296798706,0.001468910719268024,0.7937859296798706,0.0014689108356833458,-848.9976196289062,-1.4294508695602417,1.4087460041046143,7.826366424560547,1.413238341456402e-12,0.7937859296798706
9e898f73,DSRegPSOPnl,2024-07-19 03:37:57,4:37:31,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=4 nlvls=3,0.04,0.01,3,0.001,1,1e-10,6,4,200,4,3,19980200,-6.44162654876709,6.44162654876709,0.0,41.0,0.3542894423007965,0.03733312711119652,0.009699517861008644,0.03846469148993492,0.010650933720171452,0.002505880082026124,0.0003000835713464767,0.002505880082026124,0.0003000836877617985,-4.610992431640625,0.2070665955543518,0.009657276794314384,0.024500742554664612,6.873958664104819e-15,0.002505880082026124
88a6163d,DSRegPSOPnl,2024-07-19 02:14:46,3:06:52,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=4 nlvls=2,0.04,0.01,3,0.001,1,1e-10,6,4,200,4,2,19980200,-16.799999237060547,16.799999237060547,0.0,47.0,0.9240000247955322,0.034387536346912384,0.019908862188458443,0.0357825867831707,0.02076531946659088,0.0019742026925086975,0.0007332318928092718,0.0019742026925086975,0.0007332320674322546,0.3864898979663849,-0.1758662909269333,0.013205318711698055,0.019419586285948753,8.708070445013604e-15,0.0019742026925086975
e0f8364a,DSRegPSOPnl,2024-07-19 01:52:24,1:54:41,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=4 nlvls=1,0.04,0.01,3,0.001,1,1e-10,6,4,200,4,1,19980200,-6.198182106018066,6.198182106018066,0.0,59.0,0.3409000039100647,0.07559822499752045,0.010757669806480408,0.07982455939054489,0.011243083514273167,0.009391686879098415,0.0002448727609589696,0.009391686879098415,0.0002448728773742914,-0.3522602915763855,0.5528956055641174,0.034715551882982254,0.09387193620204926,1.8536399899824613e-13,0.009391686879098415
468e55ac,DSRegPSOPnl,2024-07-18 23:43:09,5:29:51,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=3 nlvls=4,0.04,0.01,3,0.001,1,1e-10,6,4,200,3,4,19980200,-5.400000095367432,5.400000095367432,0.0,29.0,0.296999990940094,0.0431927852332592,0.02585873194038868,0.04438846558332443,0.027197858318686485,0.003138404805213213,0.0014941818080842495,0.0031384050380438566,0.0014941819244995713,-1.3750733137130737,-2.9802327156066895,0.001225893385708332,0.030647333711385727,1.3055188372956654e-14,0.0031384050380438566
d81dec62,DSRegPSOPnl,2024-07-18 23:36:39,4:01:17,completed,Smax=0.04 Smin=0.01 Sslimit=3 dseta=0.001 fdmax=1 fdmin=1.0e-10 function=6 groups=4 n=200 n_operators=3 nlvls=3,0.04,0.01,3,0.001,1,1e-10,6,4,200,3,3,19980200,-3.700000047683716,3.700000047683716,0.0,38.0,0.20350000262260437,0.051132507622241974,0.023502759635448456,0.050593890249729156,0.0241490937769413,0.004253650549799204,0.0008166086045093834,0.004253650549799204,0.0008166087791323662,-6.367112159729004,-0.7910630106925964,0.004965801257640123,0.041381675750017166,2.1123331355550265e-14,0.004253650549799204
