noise_c,noise_x,current_MAE_saved,current_MAPE_saved,current_MSE_saved,current_best_cost_saved,current_r2_saved,time
0.0,0.1,0.031175019219517708,0.03255053609609604,0.0015875693643465638,0.0015875694807618856,0.21821293234825134,6407.57861328125
0.15,0.0,0.028002778068184853,0.02890443243086338,0.0018101857276633382,0.0015387347666546702,0.7994868755340576,5033.708984375
0.0,0.0,1.46344047990965e-10,1.5381597384678258e-10,5.0381118649335667e-20,1.180869568795373e-10,1.0,6368.71435546875
0.1,0.0,0.031751323491334915,0.03308458998799324,0.0019746548496186733,0.0017773460131138563,-0.022280758246779442,5962.96533203125
0.25,0.0,0.013836202211678028,0.01424429751932621,0.0002836326602846384,0.00021281474619172513,0.8184762001037598,4974.2783203125
0.0,0.0,1.46344047990965e-10,1.5381597384678258e-10,5.0381118649335667e-20,1.180869568795373e-10,1.0,6042.81201171875
0.0,0.15,0.03716340288519859,0.038688454777002335,0.002461409429088235,0.002461409429088235,-0.2986545264720917,6374.68212890625
0.05,0.0,0.01769270747900009,0.018080469220876694,0.0005120703135617077,0.00048646816867403686,0.8574028611183167,5968.7490234375
0.0,0.25,0.03956412896513939,0.04104872792959213,0.0026202222798019648,0.0026202225126326084,0.033365797251462936,5978.1162109375
0.0,0.05,0.03497045859694481,0.03635439649224281,0.0019380393205210567,0.0019380394369363785,-1.348693609237671,6360.59912109375
